date,home,away,actual_total,opening_total
2022-04-26,CHW,KC,6,8.58
2022-04-26,ATL,CHC,4,7.92
2022-04-26,MIN,DET,9,7.75
2022-04-26,STL,NYM,3,7.25
2022-04-26,TEX,HOU,6,9.17
2022-04-26,LAA,CLE,5,8.42
2022-04-26,ARI,LAD,8,9.25
2022-04-26,SF,OAK,10,6.83
2022-04-27,STL,NYM,15,7.33
2022-04-27,CHW,KC,10,7.42
2022-04-27,ARI,LAD,4,7.92
2022-04-27,PIT,MIL,4,7.5
2022-04-27,CIN,SD,13,8.5
2022-04-27,TB,SEA,5,7.5
2022-04-27,PHI,COL,10,8.5
2022-04-27,WAS,MIA,3,7.33
2022-04-27,NYY,BAL,7,8.0
2022-04-27,TOR,BOS,8,8.92
2022-04-27,ATL,CHC,9,8.5
2022-04-27,MIN,DET,5,7.17
2022-04-27,TEX,HOU,7,8.33
2022-04-27,LAA,CLE,14,7.5
2022-04-27,SF,OAK,1,7.5
2022-04-28,CIN,SD,12,8.42
2022-04-28,PIT,MIL,5,7.5
2022-04-28,WAS,MIA,5,8.0
2022-04-28,PHI,COL,8,7.42
2022-04-28,NYY,BAL,15,8.0
2022-04-28,MIN,DET,8,7.08
2022-04-28,TB,SEA,3,7.58
2022-04-28,TEX,HOU,5,8.0
2022-04-28,CHW,KC,7,7.0
2022-04-28,TOR,BOS,1,8.0
2022-04-28,LAA,CLE,5,8.5
2022-04-28,ATL,CHC,6,8.5
2022-04-28,STL,ARI,11,7.5
2022-04-29,PIT,SD,10,7.42
2022-04-29,MIA,SEA,14,7.42
2022-04-29,BAL,BOS,4,8.92
2022-04-29,TOR,HOU,18,8.42
2022-04-29,TB,MIN,7,7.5
2022-04-29,NYM,PHI,3,7.25
2022-04-29,CHW,LAA,6,7.0
2022-04-29,TEX,ATL,9,9.0
2022-04-29,MIL,CHC,12,7.83
2022-04-29,KC,NYY,14,8.17
2022-04-29,STL,ARI,8,7.08
2022-04-29,COL,CIN,14,11.0
2022-04-29,OAK,CLE,17,6.92
2022-04-29,LAD,DET,6,8.5
2022-04-29,SF,WAS,18,7.58
2022-04-30,STL,ARI,2,7.5
2022-04-30,TOR,HOU,3,8.5
2022-04-30,CHW,LAA,4,8.67
2022-04-30,SF,WAS,12,7.58
2022-04-30,OAK,CLE,4,6.5
2022-04-30,TB,MIN,10,7.5
2022-04-30,MIA,SEA,4,7.5
2022-04-30,PIT,SD,13,7.0
2022-04-30,BAL,BOS,3,8.33
2022-04-30,TEX,ATL,4,8.58
2022-04-30,MIL,CHC,10,7.67
2022-04-30,NYM,PHI,5,7.67
2022-04-30,KC,NYY,3,7.5
2022-04-30,COL,CIN,7,11.0
2022-04-30,LAD,DET,6,7.92
2022-05-01,BAL,BOS,14,8.08
2022-05-01,TB,MIN,12,8.0
2022-05-01,PIT,SD,7,7.42
2022-05-01,TOR,HOU,5,7.58
2022-05-01,MIA,SEA,10,7.0
2022-05-01,MIL,CHC,2,7.0
2022-05-01,CHW,LAA,11,8.5
2022-05-01,KC,NYY,10,8.0
2022-05-01,STL,ARI,12,7.5
2022-05-01,TEX,ATL,10,8.5
2022-05-01,COL,CIN,11,10.58
2022-05-01,SF,WAS,16,7.67
2022-05-01,OAK,CLE,10,7.5
2022-05-01,LAD,DET,9,7.5
2022-05-01,NYM,PHI,16,6.92
2022-05-02,STL,KC,1,7.42
2022-05-02,CHW,LAA,3,7.83
2022-05-02,MIA,ARI,9,6.92
2022-05-02,BAL,MIN,3,8.0
2022-05-02,TOR,NYY,5,8.25
2022-05-02,NYM,ATL,7,6.92
2022-05-02,HOU,SEA,3,8.5
2022-05-02,OAK,TB,7,7.0
2022-05-03,NYM,ATL,9,8.0
2022-05-03,MIA,ARI,9,7.42
2022-05-03,PHI,TEX,10,8.42
2022-05-03,BAL,MIN,9,7.0
2022-05-03,TOR,NYY,10,8.0
2022-05-03,BOS,LAA,4,8.75
2022-05-03,CHC,CHW,4,6.92
2022-05-03,MIL,CIN,9,7.42
2022-05-03,HOU,SEA,4,8.42
2022-05-03,KC,STL,8,7.25
2022-05-03,COL,WAS,12,10.42
2022-05-03,OAK,TB,17,7.0
2022-05-03,LAD,SF,4,6.5
2022-05-04,MIA,ARI,15,7.5
2022-05-04,NYM,ATL,11,7.0
2022-05-04,KC,STL,10,7.58
2022-05-04,HOU,SEA,9,7.5
2022-05-04,OAK,TB,3,6.92
2022-05-04,PHI,TEX,3,8.0
2022-05-04,BAL,MIN,13,7.5
2022-05-04,TOR,NYY,3,7.92
2022-05-04,BOS,LAA,15,8.67
2022-05-04,CHC,CHW,7,7.0
2022-05-04,MIL,CIN,22,7.5
2022-05-04,COL,WAS,7,10.5
2022-05-04,LAD,SF,10,7.58
2022-05-05,BOS,LAA,8,8.25
2022-05-05,MIL,CIN,15,7.5
2022-05-05,COL,WAS,16,10.67
2022-05-05,CLE,TOR,11,7.83
2022-05-05,PHI,NYM,15,8.08
2022-05-05,BAL,MIN,8,8.08
2022-05-05,HOU,DET,5,8.08
2022-05-05,SEA,TB,7,6.83
2022-05-05,SD,MIA,3,6.92
2022-05-05,SF,STL,8,7.08
2022-05-06,BOS,CHW,6,8.42
2022-05-06,ATL,MIL,9,8.42
2022-05-06,HOU,DET,5,8.08
2022-05-06,MIN,OAK,3,7.5
2022-05-06,LAA,WAS,3,9.08
2022-05-06,ARI,COL,5,8.17
2022-05-06,SEA,TB,15,7.0
2022-05-06,SD,MIA,5,6.5
2022-05-06,SF,STL,5,7.0
2022-05-07,CIN,PIT,11,8.92
2022-05-07,CHC,LAD,7,7.75
2022-05-07,MIN,OAK,1,7.58
2022-05-07,HOU,DET,5,7.83
2022-05-07,BOS,CHW,4,8.25
2022-05-07,SF,STL,20,6.5
2022-05-07,ATL,MIL,5,6.5
2022-05-07,ARI,COL,5,8.25
2022-05-07,SD,MIA,8,6.42
2022-05-07,LAA,WAS,10,8.5
2022-05-07,SEA,TB,10,7.0
2022-05-08,BOS,CHW,5,8.5
2022-05-08,PHI,NYM,5,7.8
2022-05-08,ATL,MIL,11,8.17
2022-05-08,CIN,PIT,10,7.92
2022-05-08,CLE,TOR,7,7.5
2022-05-08,HOU,DET,5,8.42
2022-05-08,MIN,OAK,7,7.0
2022-05-08,SF,STL,7,7.5
2022-05-08,LAA,WAS,9,8.5
2022-05-08,SEA,TB,3,7.5
2022-05-08,ARI,COL,4,7.92
2022-05-08,SD,MIA,5,6.58
2022-05-08,CHC,LAD,8,7.17
2022-05-09,BAL,KC,7,7.5
2022-05-09,NYY,TEX,1,6.92
2022-05-09,PIT,LAD,6,7.5
2022-05-09,CIN,MIL,15,7.5
2022-05-09,DET,OAK,2,7.0
2022-05-09,CHW,CLE,21,7.5
2022-05-09,LAA,TB,14,7.5
2022-05-09,SEA,PHI,9,7.5
2022-05-09,ARI,MIA,7,8.17
2022-05-09,SD,CHC,6,7.0
2022-05-09,SF,COL,13,6.58
2022-05-10,OAK,DET,6,6.83
2022-05-10,DET,OAK,5,7.5
2022-05-10,PIT,LAD,12,8.25
2022-05-10,CIN,MIL,9,8.25
2022-05-10,WAS,NYM,6,8.5
2022-05-10,NYY,TOR,11,7.25
2022-05-10,ATL,BOS,13,8.0
2022-05-10,MIN,HOU,5,6.58
2022-05-10,STL,BAL,8,7.92
2022-05-10,TEX,KC,10,8.0
2022-05-10,CHW,CLE,5,7.5
2022-05-10,LAA,TB,12,8.25
2022-05-10,SEA,PHI,9,6.92
2022-05-10,ARI,MIA,12,8.0
2022-05-10,SD,CHC,9,7.33
2022-05-10,SF,COL,11,7.0
2022-05-11,CIN,MIL,25,9.0
2022-05-11,NYY,TOR,8,7.42
2022-05-11,PIT,LAD,8,8.5
2022-05-11,SEA,PHI,6,7.25
2022-05-11,ARI,MIA,14,7.25
2022-05-11,SF,COL,8,7.5
2022-05-11,SD,CHC,12,7.67
2022-05-11,WAS,NYM,11,8.25
2022-05-11,LAA,TB,6,7.08
2022-05-11,DET,OAK,9,7.58
2022-05-11,ATL,BOS,8,7.58
2022-05-11,STL,BAL,11,8.08
2022-05-11,TEX,KC,10,8.5
2022-05-12,WAS,NYM,5,8.92
2022-05-12,MIN,HOU,14,7.92
2022-05-12,DET,OAK,8,7.25
2022-05-12,STL,BAL,5,8.08
2022-05-12,PIT,CIN,4,8.0
2022-05-12,TEX,KC,4,8.17
2022-05-12,CHW,NYY,22,7.75
2022-05-12,LAD,PHI,16,8.0
2022-05-13,PIT,CIN,10,7.75
2022-05-13,MIA,MIL,3,6.42
2022-05-13,WAS,HOU,7,8.0
2022-05-13,DET,BAL,6,8.0
2022-05-13,TB,TOR,7,6.5
2022-05-13,NYM,SEA,3,6.92
2022-05-13,ATL,SD,17,6.92
2022-05-13,TEX,BOS,8,8.5
2022-05-13,CHW,NYY,14,7.5
2022-05-13,MIN,CLE,20,8.25
2022-05-13,STL,SF,10,7.5
2022-05-13,COL,KC,24,10.42
2022-05-13,ARI,CHC,7,8.5
2022-05-13,OAK,LAA,2,7.75
2022-05-13,LAD,PHI,22,7.58
2022-05-14,STL,SF,4,7.92
2022-05-14,ATL,SD,11,8.0
2022-05-14,OAK,LAA,7,7.92
2022-05-14,DET,BAL,3,7.58
2022-05-14,TB,TOR,6,8.33
2022-05-14,MIA,MIL,12,7.0
2022-05-14,PIT,CIN,4,7.67
2022-05-14,WAS,HOU,19,8.92
2022-05-14,TEX,BOS,14,8.5
2022-05-14,NYM,SEA,9,7.5
2022-05-14,MIN,CLE,5,8.67
2022-05-14,CHW,NYY,5,8.25
2022-05-14,ARI,CHC,6,7.5
2022-05-14,COL,KC,14,10.58
2022-05-14,LAD,PHI,11,8.0
2022-05-15,ATL,SD,10,8.17
2022-05-15,WAS,HOU,8,8.08
2022-05-15,PIT,CIN,1,8.42
2022-05-15,DET,BAL,6,7.5
2022-05-15,NYM,SEA,15,7.33
2022-05-15,MIA,MIL,10,7.0
2022-05-15,TB,TOR,3,7.42
2022-05-15,MIN,CLE,4,7.58
2022-05-15,CHW,NYY,6,7.75
2022-05-15,TEX,BOS,8,8.5
2022-05-15,COL,KC,15,10.92
2022-05-15,OAK,LAA,5,7.08
2022-05-15,ARI,CHC,5,8.5
2022-05-15,LAD,PHI,9,8.25
2022-05-15,STL,SF,21,6.92
2022-05-16,MIA,WAS,10,7.33
2022-05-16,TB,DET,5,7.83
2022-05-16,BAL,NYY,8,8.5
2022-05-16,TOR,SEA,8,8.5
2022-05-16,BOS,HOU,9,8.5
2022-05-16,MIL,ATL,1,7.58
2022-05-16,CHC,PIT,9,8.5
2022-05-16,TEX,LAA,11,8.0
2022-05-16,KC,CHW,8,9.0
2022-05-16,COL,SF,13,11.0
2022-05-16,OAK,MIN,4,7.42
2022-05-16,LAD,ARI,9,8.67
2022-05-17,KC,CHW,3,7.8
2022-05-17,NYM,STL,4,8.0
2022-05-17,LAD,ARI,13,7.5
2022-05-17,CLE,CIN,9,8.0
2022-05-17,MIA,WAS,6,8.5
2022-05-17,TB,DET,9,6.92
2022-05-17,PHI,SD,3,8.75
2022-05-17,BAL,NYY,9,8.5
2022-05-17,TOR,SEA,3,8.33
2022-05-17,BOS,HOU,17,8.92
2022-05-17,CHC,PIT,7,7.0
2022-05-17,MIL,ATL,3,8.33
2022-05-17,TEX,LAA,15,8.5
2022-05-17,COL,SF,17,11.25
2022-05-17,OAK,MIN,7,7.0
2022-05-18,TB,DET,7,6.5
2022-05-18,MIL,ATL,13,6.5
2022-05-18,COL,SF,8,10.5
2022-05-18,OAK,MIN,18,7.42
2022-05-18,LAD,ARI,8,8.0
2022-05-18,BOS,HOU,6,9.08
2022-05-18,MIA,WAS,9,7.33
2022-05-18,PHI,SD,3,7.92
2022-05-18,BAL,NYY,5,7.67
2022-05-18,TOR,SEA,6,8.0
2022-05-18,NYM,STL,15,7.0
2022-05-18,CHC,PIT,5,7.83
2022-05-18,TEX,LAA,11,7.58
2022-05-18,KC,CHW,8,7.5
2022-05-19,BAL,NYY,15,8.17
2022-05-19,PHI,SD,2,8.17
2022-05-19,CLE,CIN,6,8.0
2022-05-19,NYM,STL,13,7.33
2022-05-19,KC,CHW,11,9.75
2022-05-19,BOS,SEA,18,8.5
2022-05-19,CHC,ARI,4,8.0
2022-05-19,HOU,TEX,6,8.5
2022-05-20,CHC,ARI,16,11.08
2022-05-20,PIT,STL,8,8.17
2022-05-20,MIA,ATL,8,7.5
2022-05-20,BAL,TB,14,8.25
2022-05-20,PHI,LAD,5,9.0
2022-05-20,TOR,CIN,3,8.17
2022-05-20,CLE,DET,7,8.42
2022-05-20,BOS,SEA,10,8.67
2022-05-20,MIL,WAS,7,8.25
2022-05-20,KC,MIN,10,8.08
2022-05-20,HOU,TEX,3,8.0
2022-05-20,LAA,OAK,6,7.83
2022-05-20,SF,SD,15,7.5
2022-05-21,NYY,CHW,12,8.92
2022-05-21,CHC,ARI,13,8.17
2022-05-21,TOR,CIN,4,8.0
2022-05-21,SF,SD,3,7.0
2022-05-21,BOS,SEA,11,9.17
2022-05-21,PHI,LAD,11,8.58
2022-05-21,MIA,ATL,7,7.5
2022-05-21,PIT,STL,9,8.5
2022-05-21,BAL,TB,7,8.42
2022-05-21,MIL,WAS,6,7.5
2022-05-21,HOU,TEX,3,7.58
2022-05-21,KC,MIN,11,7.83
2022-05-21,LAA,OAK,8,7.5
2022-05-22,PIT,STL,22,9.0
2022-05-22,BOS,SEA,12,9.5
2022-05-22,BAL,TB,13,9.0
2022-05-22,PHI,LAD,7,9.75
2022-05-22,TOR,CIN,5,8.5
2022-05-22,MIA,ATL,7,7.17
2022-05-22,CLE,DET,6,7.5
2022-05-22,MIL,WAS,10,8.33
2022-05-22,KC,MIN,13,7.5
2022-05-22,HOU,TEX,7,8.25
2022-05-22,CHC,ARI,9,7.5
2022-05-22,NYY,CHW,4,9.0
2022-05-22,COL,NYM,2,10.5
2022-05-22,SF,SD,11,8.0
2022-05-22,LAA,OAK,5,7.5
2022-05-23,PIT,COL,3,8.5
2022-05-23,CIN,CHC,11,9.0
2022-05-23,NYY,BAL,10,7.5
2022-05-23,WAS,LAD,11,9.08
2022-05-23,ATL,PHI,10,7.92
2022-05-23,MIN,DET,9,8.5
2022-05-23,STL,TOR,10,8.08
2022-05-23,HOU,CLE,7,8.5
2022-05-23,SD,MIL,5,7.67
2022-05-23,SEA,OAK,13,7.08
2022-05-23,ARI,KC,14,8.5
2022-05-23,SF,NYM,16,7.5
2022-05-24,PIT,COL,3,7.67
2022-05-24,CIN,CHC,15,8.0
2022-05-24,TB,MIA,4,6.5
2022-05-24,NYY,BAL,13,8.17
2022-05-24,WAS,LAD,13,8.67
2022-05-24,ATL,PHI,11,7.67
2022-05-24,MIN,DET,2,8.25
2022-05-24,STL,TOR,9,7.5
2022-05-24,CHW,BOS,19,7.75
2022-05-24,HOU,CLE,10,8.0
2022-05-24,LAA,TEX,8,8.0
2022-05-24,SD,MIL,5,6.5
2022-05-24,SEA,OAK,12,7.17
2022-05-24,ARI,KC,14,8.33
2022-05-24,SF,NYM,25,7.08
2022-05-25,PIT,COL,15,7.67
2022-05-25,MIN,DET,6,8.25
2022-05-25,SF,NYM,12,8.5
2022-05-25,WAS,LAD,1,8.58
2022-05-25,SD,MIL,3,7.42
2022-05-25,SEA,OAK,6,7.25
2022-05-25,CIN,CHC,7,8.5
2022-05-25,TB,MIA,9,7.17
2022-05-25,NYY,BAL,2,8.5
2022-05-25,ATL,PHI,12,8.5
2022-05-25,CHW,BOS,4,8.0
2022-05-25,HOU,CLE,3,8.0
2022-05-25,LAA,TEX,9,8.5
2022-05-26,CIN,CHC,25,8.5
2022-05-26,TB,NYY,9,7.5
2022-05-26,WAS,COL,10,8.58
2022-05-26,DET,CLE,7,7.5
2022-05-26,ATL,PHI,5,8.25
2022-05-26,MIN,KC,5,7.58
2022-05-26,STL,MIL,7,7.5
2022-05-26,CHW,BOS,23,9.08
2022-05-26,LAA,TOR,9,7.5
2022-05-26,ARI,LAD,15,9.08
2022-05-26,OAK,TEX,5,6.92
2022-05-27,CIN,SF,6,8.0
2022-05-27,BOS,BAL,20,9.5
2022-05-27,NYM,PHI,14,8.0
2022-05-27,TB,NYY,2,7.5
2022-05-27,ATL,MIA,10,8.5
2022-05-27,MIN,KC,17,7.83
2022-05-27,STL,MIL,6,7.5
2022-05-27,LAA,TOR,7,7.75
2022-05-27,SD,PIT,7,6.92
2022-05-27,ARI,LAD,10,9.0
2022-05-27,OAK,TEX,13,7.0
2022-05-27,SEA,HOU,7,7.08
2022-05-28,WAS,COL,20,9.25
2022-05-28,BOS,BAL,8,9.75
2022-05-28,MIN,KC,10,8.83
2022-05-28,STL,MIL,11,8.5
2022-05-28,OAK,TEX,15,7.5
2022-05-28,TB,NYY,4,7.0
2022-05-28,CIN,SF,5,9.0
2022-05-28,ATL,MIA,5,8.42
2022-05-28,DET,CLE,9,7.42
2022-05-28,NYM,PHI,10,8.5
2022-05-28,CHW,CHC,6,8.5
2022-05-28,ARI,LAD,5,9.42
2022-05-28,LAA,TOR,11,8.5
2022-05-28,SD,PIT,6,7.0
2022-05-28,SEA,HOU,6,7.42
2022-05-29,CIN,SF,10,9.17
2022-05-29,ATL,MIA,9,7.92
2022-05-29,BOS,BAL,14,9.92
2022-05-29,WAS,COL,11,9.0
2022-05-29,TB,NYY,6,6.5
2022-05-29,DET,CLE,3,7.5
2022-05-29,CHW,CHC,9,7.92
2022-05-29,MIN,KC,10,8.42
2022-05-29,STL,MIL,8,7.0
2022-05-29,LAA,TOR,21,8.58
2022-05-29,OAK,TEX,11,7.42
2022-05-29,SD,PIT,6,7.42
2022-05-29,SEA,HOU,3,8.0
2022-05-29,ARI,LAD,4,9.5
2022-05-29,NYM,PHI,9,7.5
2022-05-30,CHC,MIL,13,10.5
2022-05-30,DET,MIN,12,8.5
2022-05-30,STL,SD,9,8.5
2022-05-30,PHI,SF,9,8.5
2022-05-30,OAK,HOU,6,7.0
2022-05-30,COL,MIA,8,10.17
2022-05-30,CLE,KC,10,8.83
2022-05-30,BOS,BAL,10,10.08
2022-05-30,NYM,WAS,18,8.5
2022-05-30,TEX,TB,14,8.0
2022-05-30,ARI,ATL,8,8.42
2022-05-30,LAD,PIT,11,8.08
2022-05-31,DET,MIN,10,9.0
2022-05-31,CLE,KC,11,9.33
2022-05-31,PHI,SF,11,9.08
2022-05-31,NYY,LAA,10,8.92
2022-05-31,BAL,SEA,10,9.0
2022-05-31,TOR,CHW,11,7.5
2022-05-31,BOS,CIN,3,8.5
2022-05-31,NYM,WAS,10,9.17
2022-05-31,STL,SD,5,8.5
2022-05-31,CHC,MIL,15,9.0
2022-05-31,TEX,TB,3,8.0
2022-05-31,OAK,HOU,4,7.0
2022-05-31,ARI,ATL,15,9.0
2022-05-31,LAD,PIT,8,8.17
2022-06-01,NYM,WAS,5,9.0
2022-06-01,CLE,KC,4,8.83
2022-06-01,STL,SD,7,8.0
2022-06-01,COL,MIA,15,10.5
2022-06-01,OAK,HOU,9,6.83
2022-06-01,ARI,ATL,6,9.0
2022-06-01,PHI,SF,11,8.17
2022-06-01,BAL,SEA,11,8.5
2022-06-01,TOR,CHW,10,8.08
2022-06-01,BOS,CIN,8,8.92
2022-06-01,DET,MIN,5,7.5
2022-06-01,CHC,MIL,7,8.0
2022-06-01,TEX,TB,7,7.83
2022-06-01,LAD,PIT,12,8.58
2022-06-02,NYY,LAA,7,7.75
2022-06-02,DET,MIN,5,8.0
2022-06-02,TEX,TB,4,8.58
2022-06-02,TOR,CHW,11,8.42
2022-06-02,CIN,WAS,9,9.17
2022-06-02,MIA,SF,3,7.0
2022-06-02,BAL,SEA,13,8.92
2022-06-02,MIL,SD,9,8.17
2022-06-02,CHC,STL,12,8.08
2022-06-02,COL,ATL,19,11.0
2022-06-02,LAD,NYM,2,8.5
2022-06-03,CHC,STL,19,8.0
2022-06-03,CIN,WAS,13,9.42
2022-06-03,MIA,SF,21,7.5
2022-06-03,PHI,LAA,10,8.83
2022-06-03,NYY,DET,13,8.0
2022-06-03,PIT,ARI,14,7.75
2022-06-03,BAL,CLE,9,8.5
2022-06-03,TOR,MIN,12,9.5
2022-06-03,TB,CHW,9,7.0
2022-06-03,TEX,SEA,7,8.08
2022-06-03,MIL,SD,7,6.83
2022-06-03,KC,HOU,13,8.5
2022-06-03,COL,ATL,4,11.0
2022-06-03,OAK,BOS,9,7.0
2022-06-03,LAD,NYM,7,8.5
2022-06-04,NYY,DET,3,8.17
2022-06-04,CHC,STL,7,8.92
2022-06-04,TOR,MIN,15,9.0
2022-06-04,PIT,ARI,3,8.5
2022-06-04,TEX,SEA,5,8.92
2022-06-04,BAL,CLE,9,8.0
2022-06-04,OAK,BOS,8,7.42
2022-06-04,KC,HOU,6,9.0
2022-06-04,CIN,WAS,18,9.5
2022-06-04,MIA,SF,9,6.83
2022-06-04,MIL,SD,4,7.5
2022-06-04,TB,CHW,5,6.92
2022-06-04,PHI,LAA,9,8.0
2022-06-04,COL,ATL,8,11.67
2022-06-04,LAD,NYM,13,8.5
2022-06-05,NYY,DET,9,8.33
2022-06-05,PIT,ARI,3,7.5
2022-06-05,PHI,LAA,16,8.5
2022-06-05,BAL,CLE,5,8.75
2022-06-05,TOR,MIN,14,8.08
2022-06-05,CIN,WAS,9,9.0
2022-06-05,MIA,SF,6,8.0
2022-06-05,TB,CHW,11,7.08
2022-06-05,KC,HOU,11,9.0
2022-06-05,MIL,SD,10,7.5
2022-06-05,TEX,SEA,11,8.25
2022-06-05,COL,ATL,15,12.0
2022-06-05,OAK,BOS,7,7.33
2022-06-05,LAD,NYM,9,8.83
2022-06-05,CHC,STL,8,8.5
2022-06-06,CIN,ARI,7,9.5
2022-06-06,KC,TOR,8,9.5
2022-06-06,HOU,SEA,11,8.5
2022-06-06,LAA,BOS,1,8.58
2022-06-06,SD,NYM,16,7.17
2022-06-07,CIN,ARI,22,10.0
2022-06-07,MIA,WAS,14,8.08
2022-06-07,PIT,DET,8,7.0
2022-06-07,BAL,CHC,12,8.92
2022-06-07,TB,STL,6,7.58
2022-06-07,ATL,OAK,5,8.33
2022-06-07,MIN,NYY,14,8.58
2022-06-07,MIL,PHI,5,8.42
2022-06-07,HOU,SEA,5,7.75
2022-06-07,KC,TOR,7,8.33
2022-06-07,CHW,LAD,4,8.5
2022-06-07,LAA,BOS,11,9.0
2022-06-07,SD,NYM,7,7.58
2022-06-07,SF,COL,8,7.5
2022-06-08,PIT,DET,4,7.83
2022-06-08,KC,TOR,12,8.58
2022-06-08,CIN,ARI,7,9.25
2022-06-08,HOU,SEA,9,8.33
2022-06-08,MIA,WAS,3,7.08
2022-06-08,TB,STL,14,7.5
2022-06-08,CLE,TEX,4,7.42
2022-06-08,ATL,OAK,15,8.75
2022-06-08,MIN,NYY,9,8.42
2022-06-08,MIL,PHI,10,8.0
2022-06-08,CHW,LAD,5,8.5
2022-06-08,LAA,BOS,1,8.92
2022-06-08,SD,NYM,15,7.17
2022-06-08,SF,COL,3,8.42
2022-06-09,CIN,ARI,9,9.5
2022-06-09,TB,STL,3,7.0
2022-06-09,MIL,PHI,11,7.5
2022-06-09,CHW,LAD,20,8.5
2022-06-09,SF,COL,6,8.0
2022-06-09,MIA,WAS,11,8.17
2022-06-09,CLE,OAK,12,8.67
2022-06-09,ATL,PIT,4,8.0
2022-06-09,MIN,NYY,17,8.08
2022-06-09,KC,BAL,12,9.5
2022-06-09,LAA,BOS,7,7.5
2022-06-10,NYY,CHC,3,8.5
2022-06-10,WAS,MIL,16,8.5
2022-06-10,PHI,ARI,12,8.17
2022-06-10,DET,TOR,11,8.67
2022-06-10,CLE,OAK,5,7.67
2022-06-10,ATL,PIT,6,8.5
2022-06-10,MIN,TB,13,8.25
2022-06-10,KC,BAL,9,9.33
2022-06-10,HOU,MIA,11,7.92
2022-06-10,CHW,TEX,11,9.0
2022-06-10,STL,CIN,2,7.92
2022-06-10,LAA,NYM,10,8.5
2022-06-10,SD,COL,9,7.0
2022-06-10,SEA,BOS,7,8.5
2022-06-10,SF,LAD,9,8.33
2022-06-11,MIN,TB,11,9.0
2022-06-11,CHW,TEX,20,8.08
2022-06-11,STL,CIN,9,8.0
2022-06-11,PHI,ARI,4,8.5
2022-06-11,WAS,MIL,14,8.75
2022-06-11,SD,COL,3,7.5
2022-06-11,ATL,PIT,14,8.58
2022-06-11,HOU,MIA,6,8.42
2022-06-11,DET,TOR,4,7.92
2022-06-11,CLE,OAK,15,7.67
2022-06-11,KC,BAL,10,9.83
2022-06-11,NYY,CHC,8,9.0
2022-06-11,SF,LAD,5,8.17
2022-06-11,LAA,NYM,17,8.58
2022-06-11,SEA,BOS,13,8.17
2022-06-12,CLE,OAK,9,8.0
2022-06-12,PHI,ARI,14,9.5
2022-06-12,ATL,PIT,8,8.83
2022-06-12,NYY,CHC,22,8.5
2022-06-12,WAS,MIL,5,9.5
2022-06-12,DET,TOR,6,8.42
2022-06-12,MIN,TB,6,8.67
2022-06-12,HOU,MIA,13,7.67
2022-06-12,KC,BAL,17,9.58
2022-06-12,CHW,TEX,14,8.0
2022-06-12,STL,CIN,13,8.08
2022-06-12,SF,LAD,2,7.92
2022-06-12,SD,COL,6,8.17
2022-06-12,SEA,BOS,2,8.83
2022-06-12,LAA,NYM,5,8.83
2022-06-13,WAS,ATL,14,9.42
2022-06-13,PHI,MIA,5,7.5
2022-06-13,TOR,BAL,12,8.42
2022-06-13,DET,CHW,14,8.5
2022-06-13,STL,PIT,12,8.58
2022-06-13,CHC,SD,5,8.5
2022-06-13,TEX,HOU,8,9.0
2022-06-13,ARI,CIN,9,9.33
2022-06-13,SF,KC,8,8.08
2022-06-13,SEA,MIN,5,8.42
2022-06-14,STL,PIT,4,9.33
2022-06-14,NYY,TB,2,8.0
2022-06-14,WAS,ATL,14,8.83
2022-06-14,PHI,MIA,20,8.42
2022-06-14,TOR,BAL,11,9.5
2022-06-14,NYM,MIL,4,7.83
2022-06-14,DET,CHW,6,7.83
2022-06-14,BOS,OAK,7,9.5
2022-06-14,CHC,SD,17,9.58
2022-06-14,TEX,HOU,7,8.92
2022-06-14,COL,CLE,7,10.83
2022-06-14,ARI,CIN,8,8.83
2022-06-14,SF,KC,6,8.25
2022-06-14,SEA,MIN,5,7.5
2022-06-14,LAD,LAA,2,8.75
2022-06-15,PHI,MIA,4,9.25
2022-06-15,DET,CHW,13,9.42
2022-06-15,TEX,HOU,11,8.83
2022-06-15,ARI,CIN,11,7.58
2022-06-15,SF,KC,5,8.92
2022-06-15,SEA,MIN,5,7.58
2022-06-15,WAS,ATL,10,9.17
2022-06-15,NYY,TB,7,7.5
2022-06-15,TOR,BAL,13,9.5
2022-06-15,BOS,OAK,11,9.5
2022-06-15,NYM,MIL,12,7.5
2022-06-15,STL,PIT,10,8.17
2022-06-15,CHC,SD,24,11.58
2022-06-15,COL,CLE,12,11.5
2022-06-15,LAD,LAA,5,8.75
2022-06-16,BOS,OAK,7,9.17
2022-06-16,CHC,SD,10,10.0
2022-06-16,TOR,BAL,12,8.42
2022-06-16,COL,CLE,6,11.5
2022-06-16,WAS,PHI,11,9.33
2022-06-16,NYY,TB,3,7.58
2022-06-16,DET,TEX,4,8.75
2022-06-16,NYM,MIL,9,7.5
2022-06-16,SEA,LAA,5,7.25
2022-06-17,WAS,PHI,8,10.5
2022-06-17,CHC,ATL,1,8.0
2022-06-17,BAL,TB,1,8.5
2022-06-17,CIN,MIL,9,8.83
2022-06-17,PIT,SF,2,7.92
2022-06-17,TOR,NYY,15,9.5
2022-06-17,NYM,MIA,14,8.5
2022-06-17,BOS,STL,11,9.58
2022-06-17,DET,TEX,7,7.5
2022-06-17,HOU,CHW,16,7.92
2022-06-17,COL,SD,14,11.5
2022-06-17,OAK,KC,6,7.0
2022-06-17,ARI,MIN,9,9.0
